program,year,period,week_ending,geo_level,state,state_ansi,ag_district,ag_district_code,county,county_ansi,zip_code,region,watershed_code,watershed,commodity,data_item,domain,domain_category,value,cv_percent
SURVEY,1953,YEAR,NA,COUNTY,NORTH CAROLINA,37,WESTERN MOUNTAIN,20,POLK,149,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",TOTAL,NOT SPECIFIED,324,NA
SURVEY,1953,YEAR,NA,COUNTY,NORTH CAROLINA,37,WESTERN MOUNTAIN,20,RUTHERFORD,161,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - ACRES HARVESTED",TOTAL,NOT SPECIFIED,16200,NA
SURVEY,1953,YEAR,NA,COUNTY,NORTH CAROLINA,37,WESTERN MOUNTAIN,20,RUTHERFORD,161,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",TOTAL,NOT SPECIFIED,293,NA
SURVEY,1952,YEAR,NA,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,BEAUFORT,013,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - ACRES HARVESTED",TOTAL,NOT SPECIFIED,2300,NA
SURVEY,1952,YEAR,NA,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,BEAUFORT,013,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",TOTAL,NOT SPECIFIED,378,NA
SURVEY,1952,YEAR,NA,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,CARTERET,031,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - ACRES HARVESTED",TOTAL,NOT SPECIFIED,150,NA
SURVEY,1952,YEAR,NA,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,CARTERET,031,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",TOTAL,NOT SPECIFIED,360,NA
SURVEY,1952,YEAR,NA,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,CRAVEN,049,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - ACRES HARVESTED",TOTAL,NOT SPECIFIED,770,NA
SURVEY,1952,YEAR,NA,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,CRAVEN,049,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",TOTAL,NOT SPECIFIED,378,NA
SURVEY,1952,YEAR,NA,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,GREENE,079,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - ACRES HARVESTED",TOTAL,NOT SPECIFIED,6500,NA
SURVEY,1952,YEAR,NA,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,GREENE,079,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",TOTAL,NOT SPECIFIED,388,NA
SURVEY,1952,YEAR,NA,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,HYDE,095,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - ACRES HARVESTED",TOTAL,NOT SPECIFIED,360,NA
SURVEY,1952,YEAR,NA,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,HYDE,095,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",TOTAL,NOT SPECIFIED,391,NA
SURVEY,1952,YEAR,NA,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,JOHNSTON,101,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - ACRES HARVESTED",TOTAL,NOT SPECIFIED,33700,NA
SURVEY,1952,YEAR,NA,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,JOHNSTON,101,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",TOTAL,NOT SPECIFIED,348,NA
SURVEY,1952,YEAR,NA,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,JONES,103,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - ACRES HARVESTED",TOTAL,NOT SPECIFIED,580,NA
SURVEY,1952,YEAR,NA,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,JONES,103,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",TOTAL,NOT SPECIFIED,388,NA
SURVEY,1952,YEAR,NA,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,LENOIR,107,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - ACRES HARVESTED",TOTAL,NOT SPECIFIED,3200,NA
SURVEY,1952,YEAR,NA,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,LENOIR,107,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",TOTAL,NOT SPECIFIED,392,NA
SURVEY,1952,YEAR,NA,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,PAMLICO,137,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - ACRES HARVESTED",TOTAL,NOT SPECIFIED,330,NA
SURVEY,1952,YEAR,NA,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,PAMLICO,137,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",TOTAL,NOT SPECIFIED,382,NA
SURVEY,1952,YEAR,NA,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,PITT,147,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - ACRES HARVESTED",TOTAL,NOT SPECIFIED,11350,NA
SURVEY,1952,YEAR,NA,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,PITT,147,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",TOTAL,NOT SPECIFIED,375,NA
SURVEY,1952,YEAR,NA,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,WAYNE,191,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - ACRES HARVESTED",TOTAL,NOT SPECIFIED,18400,NA
SURVEY,1952,YEAR,NA,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,WAYNE,191,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",TOTAL,NOT SPECIFIED,388,NA
SURVEY,1952,YEAR,NA,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,WILSON,195,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - ACRES HARVESTED",TOTAL,NOT SPECIFIED,14500,NA
SURVEY,1952,YEAR,NA,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,WILSON,195,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",TOTAL,NOT SPECIFIED,361,NA
SURVEY,1952,YEAR,NA,COUNTY,NORTH CAROLINA,37,CENTRAL PIEDMONT,50,ALEXANDER,003,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - ACRES HARVESTED",TOTAL,NOT SPECIFIED,1300,NA
SURVEY,1952,YEAR,NA,COUNTY,NORTH CAROLINA,37,CENTRAL PIEDMONT,50,ALEXANDER,003,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",TOTAL,NOT SPECIFIED,377,NA
SURVEY,1952,YEAR,NA,COUNTY,NORTH CAROLINA,37,CENTRAL PIEDMONT,50,CATAWBA,035,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - ACRES HARVESTED",TOTAL,NOT SPECIFIED,5400,NA
SURVEY,1952,YEAR,NA,COUNTY,NORTH CAROLINA,37,CENTRAL PIEDMONT,50,CATAWBA,035,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",TOTAL,NOT SPECIFIED,368,NA
SURVEY,1952,YEAR,NA,COUNTY,NORTH CAROLINA,37,CENTRAL PIEDMONT,50,CHATHAM,037,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - ACRES HARVESTED",TOTAL,NOT SPECIFIED,1100,NA
SURVEY,1952,YEAR,NA,COUNTY,NORTH CAROLINA,37,CENTRAL PIEDMONT,50,CHATHAM,037,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",TOTAL,NOT SPECIFIED,358,NA
SURVEY,1952,YEAR,NA,COUNTY,NORTH CAROLINA,37,CENTRAL PIEDMONT,50,DAVIDSON,057,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - ACRES HARVESTED",TOTAL,NOT SPECIFIED,2000,NA
SURVEY,1952,YEAR,NA,COUNTY,NORTH CAROLINA,37,CENTRAL PIEDMONT,50,DAVIDSON,057,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",TOTAL,NOT SPECIFIED,384,NA
SURVEY,1952,YEAR,NA,COUNTY,NORTH CAROLINA,37,CENTRAL PIEDMONT,50,DAVIE,059,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - ACRES HARVESTED",TOTAL,NOT SPECIFIED,3900,NA
SURVEY,1952,YEAR,NA,COUNTY,NORTH CAROLINA,37,CENTRAL PIEDMONT,50,DAVIE,059,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",TOTAL,NOT SPECIFIED,348,NA
SURVEY,1952,YEAR,NA,COUNTY,NORTH CAROLINA,37,CENTRAL PIEDMONT,50,IREDELL,097,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - ACRES HARVESTED",TOTAL,NOT SPECIFIED,15700,NA
SURVEY,1952,YEAR,NA,COUNTY,NORTH CAROLINA,37,CENTRAL PIEDMONT,50,IREDELL,097,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",TOTAL,NOT SPECIFIED,382,NA
SURVEY,1952,YEAR,NA,COUNTY,NORTH CAROLINA,37,CENTRAL PIEDMONT,50,LEE,105,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - ACRES HARVESTED",TOTAL,NOT SPECIFIED,1970,NA
SURVEY,1952,YEAR,NA,COUNTY,NORTH CAROLINA,37,CENTRAL PIEDMONT,50,LEE,105,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",TOTAL,NOT SPECIFIED,398,NA
SURVEY,1952,YEAR,NA,COUNTY,NORTH CAROLINA,37,CENTRAL PIEDMONT,50,RANDOLPH,151,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - ACRES HARVESTED",TOTAL,NOT SPECIFIED,150,NA
SURVEY,1952,YEAR,NA,COUNTY,NORTH CAROLINA,37,CENTRAL PIEDMONT,50,RANDOLPH,151,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",TOTAL,NOT SPECIFIED,365,NA
SURVEY,1952,YEAR,NA,COUNTY,NORTH CAROLINA,37,CENTRAL PIEDMONT,50,ROWAN,159,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - ACRES HARVESTED",TOTAL,NOT SPECIFIED,11500,NA
SURVEY,1952,YEAR,NA,COUNTY,NORTH CAROLINA,37,CENTRAL PIEDMONT,50,ROWAN,159,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",TOTAL,NOT SPECIFIED,382,NA
SURVEY,1952,YEAR,NA,COUNTY,NORTH CAROLINA,37,CENTRAL PIEDMONT,50,WAKE,183,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - ACRES HARVESTED",TOTAL,NOT SPECIFIED,10000,NA
SURVEY,1952,YEAR,NA,COUNTY,NORTH CAROLINA,37,CENTRAL PIEDMONT,50,WAKE,183,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",TOTAL,NOT SPECIFIED,358,NA
SURVEY,1952,YEAR,NA,COUNTY,NORTH CAROLINA,37,NORTHERN COASTAL,70,BERTIE,015,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - ACRES HARVESTED",TOTAL,NOT SPECIFIED,9500,NA
SURVEY,1952,YEAR,NA,COUNTY,NORTH CAROLINA,37,NORTHERN COASTAL,70,BERTIE,015,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",TOTAL,NOT SPECIFIED,423,NA
SURVEY,1952,YEAR,NA,COUNTY,NORTH CAROLINA,37,NORTHERN COASTAL,70,CAMDEN,029,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - ACRES HARVESTED",TOTAL,NOT SPECIFIED,520,NA
SURVEY,1952,YEAR,NA,COUNTY,NORTH CAROLINA,37,NORTHERN COASTAL,70,CAMDEN,029,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",TOTAL,NOT SPECIFIED,417,NA
SURVEY,1952,YEAR,NA,COUNTY,NORTH CAROLINA,37,NORTHERN COASTAL,70,CHOWAN,041,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - ACRES HARVESTED",TOTAL,NOT SPECIFIED,3600,NA
SURVEY,1952,YEAR,NA,COUNTY,NORTH CAROLINA,37,NORTHERN COASTAL,70,CHOWAN,041,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",TOTAL,NOT SPECIFIED,468,NA
SURVEY,1952,YEAR,NA,COUNTY,NORTH CAROLINA,37,NORTHERN COASTAL,70,CURRITUCK,053,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - ACRES HARVESTED",TOTAL,NOT SPECIFIED,650,NA
SURVEY,1952,YEAR,NA,COUNTY,NORTH CAROLINA,37,NORTHERN COASTAL,70,CURRITUCK,053,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",TOTAL,NOT SPECIFIED,398,NA
SURVEY,1952,YEAR,NA,COUNTY,NORTH CAROLINA,37,NORTHERN COASTAL,70,EDGECOMBE,065,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - ACRES HARVESTED",TOTAL,NOT SPECIFIED,19500,NA
SURVEY,1952,YEAR,NA,COUNTY,NORTH CAROLINA,37,NORTHERN COASTAL,70,EDGECOMBE,065,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",TOTAL,NOT SPECIFIED,377,NA
SURVEY,1952,YEAR,NA,COUNTY,NORTH CAROLINA,37,NORTHERN COASTAL,70,GATES,073,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - ACRES HARVESTED",TOTAL,NOT SPECIFIED,3530,NA
SURVEY,1952,YEAR,NA,COUNTY,NORTH CAROLINA,37,NORTHERN COASTAL,70,GATES,073,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",TOTAL,NOT SPECIFIED,463,NA
SURVEY,1952,YEAR,NA,COUNTY,NORTH CAROLINA,37,NORTHERN COASTAL,70,HALIFAX,083,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - ACRES HARVESTED",TOTAL,NOT SPECIFIED,35000,NA
SURVEY,1952,YEAR,NA,COUNTY,NORTH CAROLINA,37,NORTHERN COASTAL,70,HALIFAX,083,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",TOTAL,NOT SPECIFIED,428,NA
SURVEY,1952,YEAR,NA,COUNTY,NORTH CAROLINA,37,NORTHERN COASTAL,70,HERTFORD,091,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - ACRES HARVESTED",TOTAL,NOT SPECIFIED,6800,NA
SURVEY,1952,YEAR,NA,COUNTY,NORTH CAROLINA,37,NORTHERN COASTAL,70,HERTFORD,091,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",TOTAL,NOT SPECIFIED,398,NA
SURVEY,1952,YEAR,NA,COUNTY,NORTH CAROLINA,37,NORTHERN COASTAL,70,MARTIN,117,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - ACRES HARVESTED",TOTAL,NOT SPECIFIED,4100,NA
SURVEY,1952,YEAR,NA,COUNTY,NORTH CAROLINA,37,NORTHERN COASTAL,70,MARTIN,117,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",TOTAL,NOT SPECIFIED,388,NA
SURVEY,1952,YEAR,NA,COUNTY,NORTH CAROLINA,37,NORTHERN COASTAL,70,NASH,127,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - ACRES HARVESTED",TOTAL,NOT SPECIFIED,21800,NA
SURVEY,1952,YEAR,NA,COUNTY,NORTH CAROLINA,37,NORTHERN COASTAL,70,NASH,127,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",TOTAL,NOT SPECIFIED,358,NA
SURVEY,1952,YEAR,NA,COUNTY,NORTH CAROLINA,37,NORTHERN COASTAL,70,NORTHAMPTON,131,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - ACRES HARVESTED",TOTAL,NOT SPECIFIED,32200,NA
SURVEY,1952,YEAR,NA,COUNTY,NORTH CAROLINA,37,NORTHERN COASTAL,70,NORTHAMPTON,131,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",TOTAL,NOT SPECIFIED,458,NA
SURVEY,1952,YEAR,NA,COUNTY,NORTH CAROLINA,37,NORTHERN COASTAL,70,PASQUOTANK,139,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - ACRES HARVESTED",TOTAL,NOT SPECIFIED,420,NA
SURVEY,1952,YEAR,NA,COUNTY,NORTH CAROLINA,37,NORTHERN COASTAL,70,PASQUOTANK,139,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",TOTAL,NOT SPECIFIED,459,NA
SURVEY,1952,YEAR,NA,COUNTY,NORTH CAROLINA,37,NORTHERN COASTAL,70,PERQUIMANS,143,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - ACRES HARVESTED",TOTAL,NOT SPECIFIED,1900,NA
SURVEY,1952,YEAR,NA,COUNTY,NORTH CAROLINA,37,NORTHERN COASTAL,70,PERQUIMANS,143,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",TOTAL,NOT SPECIFIED,468,NA
SURVEY,1952,YEAR,NA,COUNTY,NORTH CAROLINA,37,NORTHERN COASTAL,70,TYRRELL,177,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - ACRES HARVESTED",TOTAL,NOT SPECIFIED,430,NA
SURVEY,1952,YEAR,NA,COUNTY,NORTH CAROLINA,37,NORTHERN COASTAL,70,TYRRELL,177,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",TOTAL,NOT SPECIFIED,448,NA
SURVEY,1952,YEAR,NA,COUNTY,NORTH CAROLINA,37,NORTHERN COASTAL,70,WASHINGTON,187,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - ACRES HARVESTED",TOTAL,NOT SPECIFIED,1000,NA
SURVEY,1952,YEAR,NA,COUNTY,NORTH CAROLINA,37,NORTHERN COASTAL,70,WASHINGTON,187,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",TOTAL,NOT SPECIFIED,416,NA
SURVEY,1952,YEAR,NA,COUNTY,NORTH CAROLINA,37,NORTHERN MOUNTAIN,10,CALDWELL,027,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - ACRES HARVESTED",TOTAL,NOT SPECIFIED,40,NA
SURVEY,1952,YEAR,NA,COUNTY,NORTH CAROLINA,37,NORTHERN MOUNTAIN,10,CALDWELL,027,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",TOTAL,NOT SPECIFIED,382,NA
SURVEY,1952,YEAR,NA,COUNTY,NORTH CAROLINA,37,NORTHERN MOUNTAIN,10,WILKES,193,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - ACRES HARVESTED",TOTAL,NOT SPECIFIED,150,NA
SURVEY,1952,YEAR,NA,COUNTY,NORTH CAROLINA,37,NORTHERN MOUNTAIN,10,WILKES,193,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",TOTAL,NOT SPECIFIED,360,NA
SURVEY,1952,YEAR,NA,COUNTY,NORTH CAROLINA,37,NORTHERN MOUNTAIN,10,YADKIN,197,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - ACRES HARVESTED",TOTAL,NOT SPECIFIED,80,NA
SURVEY,1952,YEAR,NA,COUNTY,NORTH CAROLINA,37,NORTHERN MOUNTAIN,10,YADKIN,197,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",TOTAL,NOT SPECIFIED,375,NA
SURVEY,1952,YEAR,NA,COUNTY,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,ALAMANCE,001,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - ACRES HARVESTED",TOTAL,NOT SPECIFIED,150,NA
SURVEY,1952,YEAR,NA,COUNTY,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,ALAMANCE,001,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",TOTAL,NOT SPECIFIED,394,NA
SURVEY,1952,YEAR,NA,COUNTY,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,DURHAM,063,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - ACRES HARVESTED",TOTAL,NOT SPECIFIED,220,NA
SURVEY,1952,YEAR,NA,COUNTY,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,DURHAM,063,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",TOTAL,NOT SPECIFIED,400,NA
SURVEY,1952,YEAR,NA,COUNTY,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,FORSYTH,067,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - ACRES HARVESTED",TOTAL,NOT SPECIFIED,280,NA
SURVEY,1952,YEAR,NA,COUNTY,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,FORSYTH,067,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",TOTAL,NOT SPECIFIED,382,NA
SURVEY,1952,YEAR,NA,COUNTY,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,FRANKLIN,069,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - ACRES HARVESTED",TOTAL,NOT SPECIFIED,18000,NA
SURVEY,1952,YEAR,NA,COUNTY,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,FRANKLIN,069,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",TOTAL,NOT SPECIFIED,338,NA
SURVEY,1952,YEAR,NA,COUNTY,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,GRANVILLE,077,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - ACRES HARVESTED",TOTAL,NOT SPECIFIED,570,NA
SURVEY,1952,YEAR,NA,COUNTY,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,GRANVILLE,077,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",TOTAL,NOT SPECIFIED,358,NA
SURVEY,1952,YEAR,NA,COUNTY,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,GUILFORD,081,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - ACRES HARVESTED",TOTAL,NOT SPECIFIED,180,NA
SURVEY,1952,YEAR,NA,COUNTY,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,GUILFORD,081,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",TOTAL,NOT SPECIFIED,359,NA
SURVEY,1952,YEAR,NA,COUNTY,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,ORANGE,135,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - ACRES HARVESTED",TOTAL,NOT SPECIFIED,170,NA
SURVEY,1952,YEAR,NA,COUNTY,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,ORANGE,135,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",TOTAL,NOT SPECIFIED,400,NA
SURVEY,1952,YEAR,NA,COUNTY,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,VANCE,181,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - ACRES HARVESTED",TOTAL,NOT SPECIFIED,5200,NA
SURVEY,1952,YEAR,NA,COUNTY,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,VANCE,181,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",TOTAL,NOT SPECIFIED,378,NA
SURVEY,1952,YEAR,NA,COUNTY,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,WARREN,185,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - ACRES HARVESTED",TOTAL,NOT SPECIFIED,13000,NA
SURVEY,1952,YEAR,NA,COUNTY,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,WARREN,185,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",TOTAL,NOT SPECIFIED,359,NA
SURVEY,1952,YEAR,NA,COUNTY,NORTH CAROLINA,37,SOUTHERN COASTAL,90,BLADEN,017,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - ACRES HARVESTED",TOTAL,NOT SPECIFIED,6700,NA
SURVEY,1952,YEAR,NA,COUNTY,NORTH CAROLINA,37,SOUTHERN COASTAL,90,BLADEN,017,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",TOTAL,NOT SPECIFIED,368,NA
SURVEY,1952,YEAR,NA,COUNTY,NORTH CAROLINA,37,SOUTHERN COASTAL,90,BRUNSWICK,019,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - ACRES HARVESTED",TOTAL,NOT SPECIFIED,590,NA
SURVEY,1952,YEAR,NA,COUNTY,NORTH CAROLINA,37,SOUTHERN COASTAL,90,BRUNSWICK,019,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",TOTAL,NOT SPECIFIED,363,NA
SURVEY,1952,YEAR,NA,COUNTY,NORTH CAROLINA,37,SOUTHERN COASTAL,90,COLUMBUS,047,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - ACRES HARVESTED",TOTAL,NOT SPECIFIED,4700,NA
SURVEY,1952,YEAR,NA,COUNTY,NORTH CAROLINA,37,SOUTHERN COASTAL,90,COLUMBUS,047,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",TOTAL,NOT SPECIFIED,353,NA
SURVEY,1952,YEAR,NA,COUNTY,NORTH CAROLINA,37,SOUTHERN COASTAL,90,CUMBERLAND,051,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - ACRES HARVESTED",TOTAL,NOT SPECIFIED,21800,NA
SURVEY,1952,YEAR,NA,COUNTY,NORTH CAROLINA,37,SOUTHERN COASTAL,90,CUMBERLAND,051,NA,NA,00000000,NA,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",TOTAL,NOT SPECIFIED,357,NA
